City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,east london,-33.0153,27.9116,72.54,78,100,13.8,ZA,1705424167
295,garbahaarrey,3.3289,42.2209,93.81,26,29,9.08,SO,1705424167
296,blackfoot,43.1905,-112.345,11.55,80,100,4.56,US,1705424168
297,siquijor,9.2142,123.515,78.76,83,52,22.73,PH,1705424169
298,asbury,42.5144,-90.7515,-1.59,63,16,8.01,US,1705423880
299,phan rang-thap cham,11.5667,108.9833,71.8,77,99,8.03,VN,1705424103
300,howard springs,-12.497,131.047,84.87,89,100,20.67,AU,1705424171
301,san antonio de pale,-1.4014,5.6325,80.56,80,54,6.49,GQ,1705424171
302,persembe,41.0656,37.7714,60.22,67,100,6.24,TR,1705424172
303,lospalos,-8.5186,127.0025,75.56,91,100,9.55,TL,1705424172
304,gorom-gorom,14.4439,-0.2361,85.1,7,5,9.62,BF,1705424173
305,mena,51.5217,32.2157,21.85,88,100,16.53,UA,1705424173
306,puerto deseado,-47.7503,-65.8938,63.3,43,39,9.78,AR,1705424174
307,meulaboh,4.1363,96.1285,78.01,88,80,0.83,ID,1705424174
308,waingapu,-9.6567,120.2641,80.74,76,100,9.04,ID,1705424175
309,marsh harbour,26.5412,-77.0636,77.81,77,34,16.06,BS,1705424175
310,roma,43.2128,-75.4557,23.68,85,100,5.75,US,1705423972
311,farafangana,-22.8167,47.8333,78.19,92,92,3.04,MG,1705424176
312,barcelos,41.5388,-8.6151,65.68,82,100,15.57,PT,1705424176
313,rongelap,11.1635,166.8941,79.02,74,100,18.41,MH,1705424176
314,bandar-e lengeh,26.5579,54.8807,75.31,73,59,13.8,IR,1705424176
315,stanley,54.868,-1.6985,35.28,94,75,6.91,GB,1705424177
316,shubarkuduk,49.1447,56.4872,2.71,77,13,14.41,KZ,1705424177
317,vorgashor,67.5833,63.95,-20.72,98,76,4.34,RU,1705424178
318,mossel bay,-34.1831,22.146,67.93,78,46,12.15,ZA,1705424178
319,wau,7.7029,27.9953,82.2,20,75,5.46,SS,1705424178
320,holualoa,19.6228,-155.9522,71.44,92,100,25.32,US,1705424179
321,revda,56.801,59.9303,15.31,86,85,10.2,RU,1705424179
322,puerto el triunfo,13.2833,-88.55,88.65,41,4,5.26,SV,1705424180
323,axim,4.8699,-2.2405,84.33,68,10,9.98,GH,1705424181
324,domna,51.8971,113.1573,6.96,46,0,22.37,RU,1705424181
325,taitung city,22.7583,121.1444,66.88,78,100,9.8,TW,1705424182
326,kattivakkam,13.2167,80.3167,75.29,68,21,8.57,IN,1705424182
327,markovo,57.3206,107.0881,-6.9,91,100,9.13,RU,1705424183
328,bardai,11.65,7.2333,76.6,11,9,9.46,NG,1705424183
329,'ali al gharbi,32.4633,46.6864,60.17,42,0,19.82,IQ,1705424184
330,yeniseysk,58.4497,92.1703,-23.06,100,85,3.0,RU,1705424184
331,bikenibeu village,1.3673,173.1241,83.17,77,53,11.74,KI,1705424185
332,lorengau,-2.0226,147.2712,81.41,84,100,10.83,PG,1705424185
333,el calafate,-50.3408,-72.2768,53.76,73,99,6.44,AR,1705424186
334,yatou,37.15,122.3833,33.01,78,93,4.45,CN,1705424187
335,tsiombe,-25.3,45.4833,75.34,86,37,8.84,MG,1705424187
336,petropavlovsk-kamchatsky,53.0452,158.6483,14.59,85,75,11.18,RU,1705424188
337,sao jose da coroa grande,-8.8978,-35.1478,85.26,57,47,10.27,BR,1705424189
338,brandon,27.9378,-82.2859,77.32,87,100,13.8,US,1705424189
339,kalecik,40.0972,33.4083,47.71,92,100,6.11,TR,1705424190
340,antigonish,45.6169,-61.9986,31.35,86,100,5.99,CA,1705424190
341,maceio,-9.6658,-35.7353,89.04,55,40,13.8,BR,1705424192
342,zhanibek,49.4167,46.85,29.55,88,100,26.19,KZ,1705424193
343,serdar,38.9764,56.2757,37.56,66,0,11.9,TM,1705424194
344,fortaleza,-3.7227,-38.5247,88.07,73,75,17.27,BR,1705424054
345,hirara,24.8,125.2833,64.67,68,100,10.36,JP,1705424195
346,jianguang,28.1938,115.7836,55.11,78,16,5.39,CN,1705424196
347,acapulco de juarez,16.8634,-99.8901,82.62,56,1,2.51,MX,1705424189
348,aken,50.7766,6.0834,30.92,78,24,1.99,DE,1705424198
349,wangaratta,-36.3667,146.3333,65.3,93,100,6.82,AU,1705424199
350,kingston,17.997,-76.7936,86.95,66,20,18.41,JM,1705423930
351,kununurra,-15.7667,128.7333,76.98,94,100,5.75,AU,1705424200
352,coquimbo,-29.9533,-71.3436,67.73,68,20,10.36,CL,1705424201
353,ataq,14.5377,46.8319,69.19,72,92,8.32,YE,1705424202
354,crucecita,-28.95,-58.9833,98.62,44,0,11.99,AR,1705424203
355,el nido,11.1858,119.3956,80.11,72,100,21.18,PH,1705424203
356,opuwo,-18.0607,13.84,74.8,33,100,15.61,NA,1705424204
357,torbat-e heydariyeh,35.274,59.2195,46.76,44,1,1.81,IR,1705424205
358,minas de marcona,-15.2119,-75.1103,72.79,58,86,13.27,PE,1705424206
359,meiktila,20.8667,95.8667,67.89,55,14,5.79,MM,1705424206
360,mount pearl,47.5166,-52.7813,30.15,65,9,8.01,CA,1705424007
361,labuan,5.2767,115.2417,80.96,83,20,1.14,MY,1705424208
362,lupiro,-8.3833,36.6667,73.27,93,96,2.24,TZ,1705424209
363,santa elena de uairen,4.6167,-61.1333,82.92,44,26,7.76,VE,1705424209
364,buala,-8.145,159.5921,81.32,86,100,4.63,SB,1705424211
365,biloela,-24.4167,150.5,72.23,91,0,8.16,AU,1705424211
366,lib,8.3122,167.3766,80.2,76,100,17.85,MH,1705424212
367,weno,7.4515,151.8468,82.22,70,98,17.63,FM,1705424212
368,torghay,49.6339,63.4981,-11.72,98,5,5.79,KZ,1705424213
369,al khawr,25.7667,51.3167,66.97,63,65,16.4,QA,1705424214
370,velez rubio,37.6484,-2.0769,63.68,25,100,16.58,ES,1705424214
371,fort william,56.8165,-5.1121,28.18,95,96,4.0,GB,1705424215
372,flin flon,54.7682,-101.865,-4.16,65,40,17.27,CA,1705424215
373,monte alegre,-2.0078,-54.0692,89.55,50,61,7.54,BR,1705424216
374,tindouf,27.6711,-8.1474,68.45,15,75,4.61,DZ,1705424216
375,kencong,-8.2833,113.3667,76.66,89,99,1.95,ID,1705424217
376,moranbah,-22.0016,148.0466,75.25,88,89,11.65,AU,1705424217
377,egersund,58.4513,5.9997,32.09,75,100,7.52,NO,1705424218
378,nemuro,43.3236,145.575,18.41,67,38,11.27,JP,1705424218
379,wewak,-3.5534,143.6268,78.1,89,100,4.65,PG,1705424219
380,flying fish cove,-10.4217,105.6791,78.48,94,75,5.75,CX,1705424219
381,armacao de buzios,-22.7469,-41.8817,102.25,77,1,15.23,BR,1705424219
382,walvis bay,-22.9575,14.5053,70.09,81,54,12.64,NA,1705424220
383,arkalyk,50.2486,66.9114,-6.02,86,5,10.0,KZ,1705424220
384,siwa oasis,29.2041,25.5195,59.68,32,53,7.52,EG,1705424220
385,toliara,-23.35,43.6667,82.58,73,15,14.56,MG,1705424220
386,hemsby,52.6971,1.6918,37.63,81,60,15.48,GB,1705424221
387,changling,44.2653,124.0005,18.73,86,8,15.23,CN,1705424221
388,naama,33.2667,-0.3167,67.33,11,96,4.45,DZ,1705424221
389,gao,16.6362,1.637,80.2,9,1,9.37,ML,1705424222
390,queenstown,-31.8976,26.8753,63.14,93,84,13.71,ZA,1705424222
391,bochum,51.4833,7.2167,33.42,68,60,6.58,DE,1705424222
392,selkirk,50.1436,-96.8845,0.1,80,100,8.99,CA,1705424223
393,tonekabon,36.8163,50.8738,49.95,69,47,6.17,IR,1705424223
394,mount isa,-20.7333,139.5,78.57,94,40,5.75,AU,1705424224
395,gamba,-2.65,10.0,77.38,88,99,6.33,GA,1705424080
396,okhotsk,59.3833,143.3,-23.67,83,90,6.15,RU,1705424224
397,kolonia,50.9333,6.95,32.97,67,0,4.61,DE,1705423929
398,mount gambier,-37.8333,140.7667,59.49,81,94,7.4,AU,1705424225
399,concepcion del oro,24.6333,-101.4167,58.66,18,100,2.82,MX,1705424225
400,puerto baquerizo moreno,-0.9,-89.6,83.39,79,20,13.8,EC,1705424226
401,tual,-5.6667,132.75,83.28,78,100,22.24,ID,1705424226
402,leava,-14.3,-178.1667,84.33,79,100,15.17,WF,1705424227
403,krutinka,56.0055,71.5113,-5.24,88,43,10.38,RU,1705424227
404,saynshand,44.8824,110.1163,1.81,94,75,6.24,MN,1705424227
405,tamanrasset,22.785,5.5228,75.11,6,0,3.44,DZ,1705424228
406,broome,42.2506,-75.833,23.63,88,100,0.0,US,1705424228
407,guadalupe,25.6833,-100.25,40.53,39,99,11.99,MX,1705424229
408,dunedin,-45.8742,170.5036,54.81,80,2,4.0,NZ,1705424114
409,aasiaat,68.7098,-52.8699,3.52,100,85,5.73,GL,1705424230
410,bamboo flat,11.7,92.7167,80.69,83,40,5.75,IN,1705424230
411,kilinochchi,9.3961,80.3982,73.33,80,100,5.3,LK,1705424230
412,koniecpol,50.7747,19.689,28.31,92,96,9.86,PL,1705424230
413,vilyuysk,63.7553,121.6247,-5.57,95,100,8.3,RU,1705424231
414,thunder bay,48.4001,-89.3168,-4.02,65,100,10.36,CA,1705424089
415,beyneu,45.3167,55.2,22.78,82,63,18.5,KZ,1705424231
416,ust'-ilimsk,58.0006,102.6619,-12.66,97,100,6.29,RU,1705424232
417,zavodskoy,43.4597,132.2922,16.47,78,0,6.71,RU,1705424232
418,lamu,-2.2717,40.902,82.62,87,81,12.19,KE,1705424080
419,san patricio,28.017,-97.5169,32.86,32,68,15.9,US,1705424234
420,chenzhou,25.8,113.0333,57.04,87,2,1.05,CN,1705424234
421,kuusamo,65.9667,29.1833,3.24,85,100,5.75,FI,1705424235
422,sogndal,61.2283,7.1003,17.98,92,100,5.75,NO,1705424235
423,palmas,-10.2128,-48.3603,85.87,66,40,9.22,BR,1705424235
424,humaita,-7.5061,-63.0208,92.57,49,52,4.59,BR,1705424236
425,taroa,8.7058,171.2275,79.74,77,100,19.19,MH,1705424236
426,derzhavinsk,51.1,66.3167,-11.7,91,5,6.85,KZ,1705424237
427,gondar,12.6,37.4667,65.88,45,81,8.72,ET,1705424237
428,upata,8.0086,-62.3989,91.87,33,0,8.79,VE,1705424238
429,porkhov,57.765,29.5561,13.93,92,100,11.59,RU,1705424238
430,ulladulla,-35.35,150.4667,66.04,94,70,5.57,AU,1705424239
431,bafq,31.6128,55.4107,57.51,40,33,4.16,IR,1705424240
432,acarau,-2.8856,-40.12,86.58,62,73,16.26,BR,1705424240
433,shimoda,34.6667,138.95,41.11,61,33,6.93,JP,1705424240
434,laojunmiao,39.8333,97.7333,29.35,29,2,3.71,CN,1705424241
435,la malbaie,47.6575,-70.1559,24.66,86,100,1.54,CA,1705424241
436,chibougamau,49.9168,-74.3659,11.82,79,100,13.8,CA,1705424242
437,manokwari,-0.8667,134.0833,78.48,81,100,8.14,ID,1705424243
438,san julian,21.0167,-102.1667,68.27,21,9,4.07,MX,1705424243
439,alice springs,-23.7,133.8833,81.95,66,75,4.0,AU,1705423967
440,messini,37.0511,22.0078,58.84,77,20,3.44,GR,1705424245
441,tokar,18.4254,37.729,75.2,69,100,13.31,SD,1705424246
442,vel'sk,61.0701,42.0983,22.26,94,100,8.99,RU,1705424246
443,nieuw amsterdam,5.8833,-55.0833,91.42,55,40,11.5,SR,1705424247
444,quelimane,-17.8786,36.8883,87.75,70,20,10.36,MZ,1705424248
445,birjand,32.8663,59.2211,45.07,42,20,4.61,IR,1705424248
446,quibala,-10.7337,14.98,63.05,96,100,2.15,AO,1705424249
447,eraan,9.0629,117.7016,76.23,84,76,5.1,PH,1705424250
448,djibo,14.1022,-1.6306,86.49,7,21,9.15,BF,1705424250
449,gassol,8.5333,10.4667,86.79,10,35,5.23,NG,1705424251
450,cape canaveral,28.4058,-80.6048,74.07,94,100,11.5,US,1705424252
451,sitka,57.0531,-135.33,33.69,80,40,0.0,US,1705424002
452,quellon,-43.1167,-73.6167,60.48,69,54,6.89,CL,1705424253
453,ghanzi,-21.5667,21.7833,83.82,45,93,11.92,BW,1705424254
454,mstsislaw,54.0192,31.7257,17.73,89,100,17.6,BY,1705424255
455,namdrik,5.5994,168.1028,82.06,79,100,20.6,MH,1705424256
456,sault ste. marie,46.5168,-84.3333,7.36,73,75,6.91,CA,1705424007
457,pitimbu,-7.4706,-34.8086,88.39,61,40,11.63,BR,1705424194
458,sukhothai,17.25,99.6667,75.45,52,1,1.01,TH,1705424257
459,san jose,37.3394,-121.895,54.45,91,100,1.01,US,1705424258
460,balimila,18.25,82.1333,66.04,72,42,3.87,IN,1705424259
461,piti village,13.4626,144.6933,79.68,83,75,9.22,GU,1705424259
462,inyonga,-6.7167,32.0667,67.08,92,67,3.27,TZ,1705424260
463,aksu,41.1231,80.2644,27.36,45,7,0.92,CN,1705424260
464,tosno,59.54,30.8775,9.84,94,100,9.48,RU,1705424261
465,korla,41.7597,86.1469,26.26,63,8,4.65,CN,1705424262
466,sijunjung,-0.6876,100.9537,74.34,98,100,0.81,ID,1705424262
467,shalqar,47.8333,59.6,-0.08,86,20,8.5,KZ,1705424263
468,ilhabela,-23.7781,-45.3581,86.0,69,43,4.43,BR,1705424264
469,szigetvar,46.0486,17.8055,27.55,97,88,7.18,HU,1705424264
470,urucara,-2.5364,-57.76,94.51,43,47,6.51,BR,1705424265
471,christiansburg,37.1298,-80.4089,27.01,75,100,9.22,US,1705424266
472,wynyard,-41.0,145.7167,63.81,97,100,11.86,AU,1705424267
473,bayanhongor,46.7167,100.1167,2.5,81,71,3.27,MN,1705424272
474,susuman,62.7833,148.1667,-39.01,99,89,1.99,RU,1705424273
475,luderitz,-26.6481,15.1594,71.1,64,0,29.75,NA,1705424274
476,valdivia,-39.8142,-73.2459,69.89,38,5,4.18,CL,1705424275
477,dem'yanovo,60.3511,47.0842,23.43,92,100,9.6,RU,1705424276
478,nurota,40.5614,65.6886,29.59,91,25,7.61,UZ,1705424276
479,imphal,24.8167,93.95,49.42,85,17,2.89,IN,1705424277
480,kavieng,-2.5744,150.7967,82.4,78,99,7.0,PG,1705424277
481,at taj,24.2049,23.2857,54.72,31,0,1.12,LY,1705424278
482,annonay,45.2397,4.6708,38.82,92,100,4.25,FR,1705424279
483,rio grande,-32.035,-52.0986,84.31,72,99,12.21,BR,1705424279
484,sayat,38.7839,63.8803,31.87,57,6,8.55,TM,1705424280
485,kidal,18.4411,1.4078,79.25,10,2,8.84,ML,1705424282
486,heroica guaymas,27.9333,-110.9,66.45,37,8,5.19,MX,1705424152
487,nizhnesortymskiy,62.4397,71.7603,-8.97,100,86,7.47,RU,1705424283
488,as sulayyil,20.4607,45.5779,79.05,35,36,10.25,SA,1705424284
489,prince rupert,54.3161,-130.3201,33.49,100,100,2.3,CA,1705424189
490,tilcara,-23.5776,-65.3509,74.08,38,4,4.29,AR,1705424285
491,tateyama,34.9833,139.8667,46.72,51,14,12.5,JP,1705424286
492,santa rosa,14.3122,121.1114,78.78,80,76,17.4,PH,1705424287
493,yulinshi,38.2906,109.7494,30.36,84,100,4.52,CN,1705424287
494,syas'stroy,60.1367,32.5691,21.49,95,100,10.71,RU,1705424288
495,rafah,31.287,34.2595,60.31,58,14,2.46,PS,1705424289
496,malango,-2.9627,119.9001,68.47,97,100,2.1,ID,1705424290
497,busembatia,0.7697,33.6131,72.81,69,98,5.55,UG,1705424291
498,garoua boulai,5.8833,14.55,78.96,18,39,4.63,CM,1705424292
499,kalemie,-5.9475,29.1947,72.0,85,37,1.07,CD,1705424292
500,harstad,68.799,16.5293,13.39,74,98,15.99,NO,1705424293
501,khanpur,28.6453,70.6567,61.2,14,6,7.38,PK,1705424294
502,whangarei,-35.7317,174.3239,66.31,96,80,2.06,NZ,1705424043
503,fale old settlement,-9.3852,-171.2468,84.47,71,95,11.18,TK,1705424294
504,el bauga,18.262,33.9081,70.27,24,77,13.11,SD,1705424295
505,cobija,-11.0267,-68.7692,89.78,66,75,9.22,BO,1705424295
506,shache,38.4167,77.2406,28.71,42,54,4.94,CN,1705424295
507,magadan,59.5667,150.8,-15.95,81,54,5.06,RU,1705424296
508,harper,4.375,-7.7169,83.17,70,19,9.82,LR,1705424296
509,happy valley-goose bay,53.3168,-60.3315,7.11,61,20,16.11,CA,1705424297
510,guerrero negro,27.9769,-114.0611,64.36,70,13,4.76,MX,1705424024
511,duarte,34.1394,-117.9773,67.33,54,0,0.0,US,1705424217
512,tubarjal,30.4999,38.216,57.34,46,0,6.6,SA,1705424298
513,oppdal,62.5943,9.6912,8.44,68,100,10.98,NO,1705424299
514,baran',54.4764,30.3181,17.26,90,100,18.14,BY,1705424304
515,chui,-33.6971,-53.4616,67.17,88,100,19.77,UY,1705424305
516,pont rouge,48.8833,-72.0825,16.09,87,100,5.88,CA,1705424305
517,praia da vitoria,38.7333,-27.0667,61.75,88,75,22.86,PT,1705424306
518,general levalle,-34.0147,-63.9241,67.62,81,99,7.14,AR,1705424306
519,martil,35.6166,-5.2752,58.96,82,75,19.57,MA,1705424307
520,juneau,58.3019,-134.4197,24.8,86,20,3.44,US,1705424308
521,itirucu,-13.5317,-40.1503,82.36,48,80,7.45,BR,1705424308
522,la gi,10.6667,107.7833,74.53,79,75,14.14,VN,1705424309
523,lubao,14.9167,120.55,77.07,79,63,12.5,PH,1705424309
524,alta sierra,35.7291,-118.5495,44.71,40,58,1.52,US,1705424310
525,ploudalmezeau,48.5333,-4.65,37.65,69,0,11.5,FR,1705424310
526,johvi,59.3592,27.4211,12.15,83,100,16.04,EE,1705424311
527,rio verde de mato grosso,-18.9181,-54.8442,96.13,33,64,7.31,BR,1705424311
528,novosilikatnyy,53.3097,83.6239,-5.22,71,0,4.47,RU,1705424312
529,hanceville,34.0607,-86.7675,21.16,76,100,13.98,US,1705424313
530,masterton,-40.9597,175.6575,56.88,97,4,3.98,NZ,1705424314
531,severobaykal'sk,55.65,109.3167,-6.5,84,33,7.63,RU,1705424315
532,tarakan,3.3,117.6333,76.73,89,100,7.74,ID,1705424315
533,nagar karnul,16.4821,78.3247,72.3,62,38,7.45,IN,1705424316
534,kamen'-na-obi,53.7884,81.3423,-18.99,99,10,1.01,RU,1705424316
535,saint-pierre,-21.3393,55.4781,79.57,83,0,2.3,RE,1705424317
536,pailon,-17.65,-62.75,86.9,39,43,17.05,BO,1705424317
537,bulungu,-4.55,18.6,75.11,86,100,3.42,CD,1705424318
538,santana,-0.0583,-51.1817,89.78,62,20,11.5,BR,1705424319
539,island harbour,50.724,-1.2758,40.32,70,75,1.01,GB,1705424319
540,akjoujt,19.6969,-14.4164,88.02,5,94,9.06,MR,1705424320
541,kenai,60.5544,-151.2583,13.14,92,0,0.0,US,1705424321
542,madingou,-4.1536,13.55,76.42,94,61,4.38,CG,1705424322
543,albertina,-22.2008,-46.6158,80.26,66,82,4.09,BR,1705424322
544,sergeyevka,53.88,67.4158,-6.86,92,9,9.26,KZ,1705424323
545,zaozersk,69.4005,32.4476,9.18,92,100,13.49,RU,1705424324
546,adjumani,3.3779,31.7909,82.58,26,53,2.8,UG,1705424324
547,san mariano,7.5,126.0,70.54,97,69,2.89,PH,1705424325
548,cidreira,-30.1811,-50.2056,80.44,70,62,11.59,BR,1705424325
549,salekhard,66.53,66.6019,-33.72,98,80,4.03,RU,1705424325
550,castres,43.5833,2.1667,55.26,84,0,4.61,FR,1705424326
551,isangel,-19.55,169.2667,78.94,89,64,8.7,VU,1705424326
552,ibotirama,-12.1853,-43.2206,98.08,28,9,1.88,BR,1705424326
553,tarrafal,15.2833,-23.7667,86.79,69,99,13.78,CV,1705424326
554,mopti,14.6667,-4.0,93.24,10,8,6.91,ML,1705424326
555,sidney,-33.8679,151.2073,72.72,87,100,10.36,AU,1705424110
556,robore,-18.3333,-59.75,89.69,62,40,17.27,BO,1705424327
557,drezna,55.7458,38.8497,26.29,97,100,5.32,RU,1705424327
558,undurkhaan,47.3194,110.6556,3.06,87,18,3.74,MN,1705424327
559,wagar,16.1525,36.2032,80.67,46,63,15.73,SD,1705424327
560,tofol,5.3248,163.0078,81.79,75,91,18.75,FM,1705424328
561,bihac,44.8169,15.8708,33.78,95,90,1.63,BA,1705424328
562,gonabad,34.3529,58.6837,51.46,32,0,6.24,IR,1705424328
563,dasha,23.11,113.4444,64.38,69,0,6.2,CN,1705424328
564,arteche,12.2645,125.4048,76.06,84,91,18.99,PH,1705424329
565,mocimboa,-11.3167,40.35,77.68,88,100,5.23,MZ,1705424329
566,boyolangu,-8.1181,111.8935,76.84,87,82,1.52,ID,1705424329
567,kilju,40.9642,129.3278,24.49,64,33,4.65,KP,1705424329
568,santa cruz,-17.8,-63.1667,85.46,70,75,19.57,BO,1705424220
569,porto murtinho,-21.6989,-57.8825,106.72,26,59,13.51,BR,1705424330
570,remire-montjoly,4.9167,-52.2667,87.84,66,75,17.27,GF,1705424331
571,pangai,-19.8,-174.35,78.19,92,100,20.56,TO,1705424331
572,hami,42.8,93.45,25.66,56,65,2.26,CN,1705424331
573,yinchuan,38.4681,106.2731,32.13,53,50,3.04,CN,1705424332
574,groningen,53.25,6.75,34.03,87,40,9.22,NL,1705424064
575,baharly,38.4362,57.4316,42.31,58,0,10.58,TM,1705424333
576,letlhakeng,-24.0944,25.0298,86.16,33,95,9.08,BW,1705424334
577,tarawa,1.419,172.984,83.25,77,57,11.79,KI,1705424334
578,jiangzi,28.95,89.6333,16.86,55,90,7.45,CN,1705424335
579,kingscliff,-28.2667,153.5667,74.73,100,40,5.75,AU,1705424335
580,zuunmod,47.7069,106.9528,6.03,97,100,3.8,MN,1705424336
581,lakatoro,-16.0999,167.4164,81.45,84,82,6.08,VU,1705424336
582,miri,4.4148,114.0089,77.14,100,40,2.3,MY,1705424337
583,grand-popo,6.2804,1.8225,85.21,63,4,13.06,BJ,1705424338
584,tsetserleg,47.475,101.4542,0.81,97,95,1.36,MN,1705424339
585,mariinsk,56.2139,87.7472,-17.77,99,16,3.98,RU,1705424339
586,new norfolk,-42.7826,147.0587,65.7,90,88,3.4,AU,1705424340
587,freetown,8.484,-13.2299,82.83,68,4,8.59,SL,1705424340
588,lagunas,-5.2269,-75.6753,73.72,99,100,2.42,PE,1705424342
589,mar del plata,-38.0023,-57.5575,71.62,75,0,10.36,AR,1705424109
590,nizhneangarsk,55.7833,109.55,-7.01,82,61,7.0,RU,1705424343
